Epoch,Train_Loss,Train_Acc,Test_Loss,Test_Acc,Learning_Rate,Epoch_Time_sec
146,0.044288,0.980940,0.116889,0.954500,0.016934,846.5378
147,0.042869,0.981340,0.123861,0.949600,0.016349,846.3747
148,0.041310,0.982620,0.115672,0.953500,0.015773,847.0608
149,0.041281,0.982720,0.119663,0.953400,0.015204,846.5908
150,0.039391,0.983200,0.109439,0.955700,0.014645,845.5231
151,0.036077,0.985240,0.122699,0.951800,0.014094,845.3523
152,0.035645,0.985020,0.110902,0.956200,0.013552,907.1502
153,0.033928,0.985700,0.113431,0.953300,0.013018,905.3216
154,0.031276,0.986980,0.109698,0.956800,0.012494,905.8816
155,0.033724,0.985920,0.109171,0.956600,0.011980,905.5796
156,0.031286,0.986980,0.108832,0.958700,0.011474,903.1142
157,0.029069,0.988160,0.108819,0.956600,0.010978,905.6301
158,0.027301,0.988540,0.116157,0.955100,0.010492,905.6125
159,0.028440,0.988140,0.113233,0.956000,0.010016,906.6412
160,0.026601,0.988860,0.099199,0.960400,0.009549,905.8196
161,0.026437,0.988600,0.105213,0.959200,0.009093,904.9778
162,0.023476,0.990220,0.101569,0.959400,0.008646,904.9462
163,0.023036,0.990380,0.095827,0.960900,0.008210,905.2637
164,0.022094,0.991080,0.098005,0.959900,0.007784,905.6582
165,0.021214,0.991440,0.090550,0.965000,0.007368,906.9763
166,0.019654,0.991980,0.088988,0.964000,0.006963,905.1406
167,0.019686,0.991740,0.092634,0.964400,0.006568,906.9413
168,0.019955,0.991840,0.098485,0.961700,0.006185,906.8559
169,0.018614,0.992360,0.097744,0.960400,0.005812,907.1208
170,0.018124,0.992440,0.094189,0.963200,0.005450,906.3611
171,0.016069,0.993420,0.089841,0.962500,0.005099,904.7223
171,0.016069,0.993420,0.089841,0.962500,0.005099,919.8074
172,0.015177,0.993840,0.089384,0.965400,0.004759,929.2962
173,0.015613,0.993660,0.084024,0.967100,0.004430,930.4142
174,0.013858,0.994100,0.086619,0.966000,0.004112,928.8295
175,0.014162,0.993820,0.089825,0.965400,0.003806,929.4981
176,0.013852,0.994200,0.095506,0.963300,0.003511,930.4072
177,0.013910,0.994260,0.088165,0.965200,0.003228,929.3022
178,0.013055,0.994480,0.084520,0.965800,0.002956,929.0445
179,0.012376,0.995080,0.084113,0.967500,0.002696,929.9532
180,0.011315,0.995380,0.082840,0.968300,0.002447,929.1162
181,0.012397,0.995060,0.082916,0.966400,0.002210,929.8920
182,0.012114,0.995040,0.085335,0.965500,0.001985,929.3721
183,0.010182,0.995520,0.082637,0.966600,0.001772,929.6139
184,0.010305,0.995880,0.080510,0.967900,0.001571,889.9000
185,0.010441,0.995560,0.080042,0.968600,0.001382,909.6417
186,0.010166,0.995780,0.079856,0.968500,0.001204,909.6764
187,0.009244,0.996160,0.080342,0.968800,0.001039,907.8326
188,0.010042,0.995900,0.079625,0.968700,0.000886,907.5878
189,0.008599,0.996780,0.079231,0.968900,0.000745,831.7420
190,0.007937,0.997020,0.079666,0.968800,0.000616,831.5478
191,0.009020,0.996200,0.077860,0.969200,0.000499,832.4361
192,0.008980,0.996120,0.077190,0.968500,0.000394,832.8624
193,0.008356,0.996700,0.077137,0.968800,0.000302,831.5630
194,0.009358,0.996320,0.077117,0.969500,0.000222,831.8084
195,0.007994,0.996600,0.076893,0.969800,0.000154,831.6756
196,0.008997,0.996360,0.077265,0.969700,0.000099,831.7123
197,0.008975,0.996220,0.076931,0.969400,0.000056,831.9763
198,0.008419,0.996800,0.076221,0.970200,0.000025,831.8981
199,0.008055,0.996860,0.076493,0.969600,0.000006,832.1134
