Epoch,Train_Loss,Train_Acc,Test_Loss,Test_Acc,Learning_Rate,Epoch_Time_sec
63,0.503131,0.839100,1.050099,0.689600,0.077451,413.5769
64,0.499379,0.839520,1.001050,0.696100,0.076791,413.5428
65,0.480127,0.848060,1.039994,0.685800,0.076125,414.0613
66,0.488522,0.844200,1.123670,0.676300,0.075452,413.6390
67,0.481606,0.846600,1.162335,0.664400,0.074773,414.1791
68,0.472125,0.850120,1.101894,0.668400,0.074088,413.3163
69,0.480310,0.845680,1.228359,0.659100,0.073396,413.4353
70,0.458607,0.854380,1.203533,0.656700,0.072700,413.7211
71,0.454477,0.854800,1.148548,0.661100,0.071997,413.8064
72,0.455018,0.855740,0.960457,0.711100,0.071289,413.4486
73,0.443339,0.859340,1.098684,0.669900,0.070576,413.5822
74,0.449320,0.856300,1.331492,0.631500,0.069857,413.5433
75,0.442020,0.859260,1.097131,0.673000,0.069134,414.1391
76,0.428399,0.865500,1.020132,0.688700,0.068406,414.0031
77,0.422471,0.866200,1.072818,0.690000,0.067674,414.8631
78,0.426904,0.864980,1.075386,0.683000,0.066937,413.6988
79,0.405651,0.874280,1.059072,0.692600,0.066196,414.0398
80,0.412621,0.869180,1.117789,0.675700,0.065451,413.3324
81,0.407883,0.871080,1.078346,0.684700,0.064702,413.2253
82,0.400828,0.873540,1.045784,0.697800,0.063950,413.5234
83,0.399665,0.873360,1.166228,0.669000,0.063194,413.2076
84,0.398999,0.875820,1.150106,0.662500,0.062434,413.0762
85,0.394812,0.876420,1.246839,0.649700,0.061672,413.4376
86,0.385444,0.878860,1.041565,0.692500,0.060907,413.4283
86,0.385444,0.878860,1.041565,0.692500,0.060907,453.4414
87,0.380234,0.881820,1.095102,0.684300,0.060139,459.0407
88,0.374110,0.882740,0.962900,0.710200,0.059369,458.5438
89,0.354603,0.889480,1.067262,0.700700,0.058596,458.7581
90,0.367749,0.883740,1.163772,0.673000,0.057822,458.3774
91,0.353562,0.889200,1.042183,0.694300,0.057045,458.1521
92,0.348170,0.892160,1.123139,0.679100,0.056267,458.1820
93,0.348719,0.891760,1.064302,0.705100,0.055487,458.7364
94,0.342163,0.894960,1.146153,0.682300,0.054705,458.2540
95,0.332928,0.897720,0.941241,0.721300,0.053923,417.1347
96,0.339952,0.894060,1.107085,0.682200,0.053140,428.8896
97,0.331550,0.897480,1.019322,0.708300,0.052355,429.3324
98,0.334321,0.896860,1.067557,0.687900,0.051571,429.7650
99,0.315880,0.902840,0.986904,0.708100,0.050785,429.9149
100,0.314992,0.903320,1.133072,0.670700,0.050000,429.5603
101,0.311586,0.903240,1.029838,0.702500,0.049215,429.5844
102,0.311401,0.903880,1.016355,0.706700,0.048429,429.8589
103,0.297732,0.908500,0.950747,0.721900,0.047645,429.7759
104,0.299744,0.907780,0.952934,0.722600,0.046860,429.4602
105,0.289078,0.911400,1.133641,0.679700,0.046077,428.8298
106,0.283962,0.912900,0.995273,0.717500,0.045295,429.6150
107,0.287251,0.912500,1.060294,0.705800,0.044513,429.7481
108,0.280096,0.914080,0.960020,0.717900,0.043733,429.6694
109,0.275455,0.915920,1.014984,0.710700,0.042955,429.3911
110,0.266207,0.919480,1.020074,0.710400,0.042178,457.3716
111,0.261493,0.921200,0.974365,0.717600,0.041404,458.5354
112,0.259411,0.921740,0.995666,0.714600,0.040631,458.0081
113,0.253076,0.924060,0.990283,0.713300,0.039861,458.4361
114,0.250211,0.925280,0.995942,0.720100,0.039093,458.0502
115,0.240640,0.928320,0.945502,0.731400,0.038328,457.7486
116,0.237926,0.930240,0.982829,0.721500,0.037566,457.4417
117,0.239221,0.927820,0.956066,0.729000,0.036806,457.1997
118,0.232228,0.931360,0.974481,0.723500,0.036050,457.3848
119,0.229636,0.932120,0.973949,0.726100,0.035298,457.6258
120,0.221008,0.933860,0.957147,0.725600,0.034549,457.3672
121,0.220720,0.934380,0.947730,0.727200,0.033804,456.8354
122,0.211822,0.937840,0.979178,0.719000,0.033063,456.3838
123,0.208488,0.938400,0.925471,0.734300,0.032326,456.8318
124,0.207418,0.939120,0.953566,0.732800,0.031594,457.1423
125,0.200303,0.941580,0.964088,0.723500,0.030866,457.5345
126,0.197431,0.942340,0.937109,0.739000,0.030143,458.1905
127,0.188522,0.945700,0.900038,0.740100,0.029424,457.2044
128,0.186487,0.946060,0.953462,0.732000,0.028711,458.2049
129,0.182609,0.946640,0.931213,0.738700,0.028003,457.6527
130,0.185411,0.945880,0.913138,0.739400,0.027300,457.4387
131,0.177472,0.949680,0.878346,0.748400,0.026604,458.1152
132,0.170332,0.951020,0.949930,0.727700,0.025912,457.7297
133,0.164756,0.952240,0.916759,0.740900,0.025227,457.4424
134,0.160099,0.953980,0.929519,0.741500,0.024548,457.2575
135,0.164412,0.952900,0.862998,0.754500,0.023875,450.6611
136,0.155188,0.955300,0.844171,0.754800,0.023209,454.8816
137,0.148346,0.958300,0.884931,0.748400,0.022549,454.2193
138,0.144151,0.960360,0.898303,0.744100,0.021896,454.5351
139,0.136549,0.962160,0.853055,0.758000,0.021250,454.5492
140,0.139709,0.960880,0.877549,0.750800,0.020611,454.6406
141,0.131311,0.963880,0.879467,0.753500,0.019979,454.5482
142,0.133466,0.962160,0.851693,0.762500,0.019355,454.2511
143,0.125710,0.965200,0.871980,0.749600,0.018738,454.8906
144,0.124374,0.965660,0.886352,0.751400,0.018129,450.9971
145,0.114709,0.968920,0.852921,0.764600,0.017528,452.5590
146,0.114558,0.968800,0.847602,0.761500,0.016934,452.1515
147,0.110487,0.968920,0.831989,0.765000,0.016349,452.7905
148,0.113603,0.968800,0.853174,0.761600,0.015773,452.1988
149,0.105368,0.971200,0.854092,0.759100,0.015204,445.0072
150,0.104320,0.971000,0.809818,0.768300,0.014645,326.7412
151,0.095277,0.974160,0.763848,0.779900,0.014094,326.3544
152,0.092176,0.975780,0.794708,0.778500,0.013552,326.3499
153,0.087365,0.977200,0.813387,0.772700,0.013018,326.5636
154,0.085869,0.977100,0.802425,0.779200,0.012494,326.4702
155,0.078673,0.979860,0.766245,0.782100,0.011980,326.3505
156,0.076604,0.980440,0.767644,0.785400,0.011474,326.3223
157,0.075341,0.980700,0.776006,0.783900,0.010978,326.2194
158,0.076661,0.980940,0.774677,0.784200,0.010492,326.3504
159,0.069329,0.982880,0.757262,0.786400,0.010016,326.5823
160,0.067637,0.983080,0.765570,0.788200,0.009549,326.3324
161,0.066507,0.983300,0.749365,0.792300,0.009093,326.4219
162,0.063968,0.983480,0.739906,0.793200,0.008646,326.3019
163,0.058488,0.985380,0.743970,0.792500,0.008210,326.3693
164,0.054862,0.986720,0.735078,0.794800,0.007784,326.4769
165,0.053015,0.987340,0.739421,0.793900,0.007368,326.5919
166,0.051606,0.987660,0.719153,0.797600,0.006963,326.5362
167,0.050683,0.987480,0.701800,0.801800,0.006568,326.6106
168,0.047065,0.989080,0.712480,0.802900,0.006185,326.3262
169,0.043077,0.990020,0.723169,0.801500,0.005812,326.3627
170,0.042426,0.990600,0.694040,0.807000,0.005450,326.2731
171,0.042910,0.989780,0.710562,0.802500,0.005099,326.4710
172,0.039937,0.990680,0.706724,0.801300,0.004759,326.3238
173,0.038758,0.991360,0.701770,0.806100,0.004430,326.4182
174,0.035004,0.992680,0.701197,0.805000,0.004112,326.4334
175,0.035984,0.991920,0.693987,0.809700,0.003806,326.7081
176,0.033405,0.992680,0.689020,0.811500,0.003511,326.5476
177,0.030669,0.993620,0.686656,0.809600,0.003228,326.6199
178,0.031444,0.993280,0.696675,0.810600,0.002956,326.3476
179,0.029974,0.993600,0.683961,0.811000,0.002696,326.4474
180,0.027983,0.994600,0.682426,0.811600,0.002447,326.3339
181,0.027836,0.994300,0.676421,0.812700,0.002210,326.4553
182,0.026954,0.994500,0.669696,0.815700,0.001985,326.3858
183,0.026833,0.994940,0.663164,0.814900,0.001772,326.4577
184,0.024907,0.995220,0.660292,0.817500,0.001571,326.4354
185,0.023858,0.995260,0.658829,0.816700,0.001382,326.5110
186,0.024598,0.995140,0.659524,0.817300,0.001204,326.3877
187,0.023413,0.995620,0.658541,0.820900,0.001039,326.5235
188,0.022338,0.995920,0.662441,0.816700,0.000886,326.2846
189,0.021866,0.996220,0.658708,0.819000,0.000745,326.4808
190,0.021008,0.996500,0.653328,0.819000,0.000616,326.4121
191,0.021415,0.996280,0.656415,0.821400,0.000499,326.3910
192,0.019588,0.996500,0.655174,0.821800,0.000394,326.2426
193,0.022558,0.995660,0.652092,0.821000,0.000302,448.3957
194,0.020581,0.996280,0.651844,0.821100,0.000222,454.0283
195,0.019513,0.996880,0.649023,0.821900,0.000154,454.1356
196,0.021021,0.996000,0.648874,0.822200,0.000099,453.6655
197,0.019893,0.996500,0.653440,0.822600,0.000056,453.0716
198,0.020896,0.996260,0.650672,0.823500,0.000025,453.7332
199,0.020262,0.996480,0.650588,0.820900,0.000006,454.0525
